3.000000, 500.000000, 1.000000e+00, 2.000000e-03,  1.000000e+00, -12.296321
3.000000, 250.000000, 1.000000e+00, 4.000000e-03,  1.000000e+00, -14.127843
3.000000, 150.000000, 1.000000e+00, 6.666667e-03,  1.000000e+00, -14.582746
3.000000, 100.000000, 1.000000e+00, 1.000000e-02,  1.000000e+00, -14.615653
3.000000, 80.000000, 1.000000e+00, 1.250000e-02,  1.000000e+00, -15.674721
3.000000, 60.000000, 1.000000e+00, 1.666667e-02,  1.000000e+00, -16.356714
3.000000, 40.000000, 1.000000e+00, 2.500000e-02,  1.000000e+00, -16.537542
3.000000, 20.000000, 1.000000e+00, 5.000000e-02,  1.000000e+00, -17.255226
3.000000, 10.000000, 1.000000e+00, 1.000000e-01,  1.000000e+00, -17.578453
3.000000, 5.000000, 1.000000e+00, 2.000000e-01,  1.000000e+00, -17.878917
3.000000, 500.000000, 1.000000e+01, 2.000000e-02,  1.000000e+00, -12.027764
3.000000, 250.000000, 1.000000e+01, 4.000000e-02,  1.000000e+00, -13.561945
3.000000, 150.000000, 1.000000e+01, 6.666667e-02,  1.000000e+00, -13.697309
3.000000, 100.000000, 1.000000e+01, 1.000000e-01,  1.000000e+00, -14.361165
3.000000, 80.000000, 1.000000e+01, 1.250000e-01,  1.000000e+00, -14.792930
3.000000, 60.000000, 1.000000e+01, 1.666667e-01,  1.000000e+00, -15.101788
3.000000, 40.000000, 1.000000e+01, 2.500000e-01,  1.000000e+00, -16.504792
3.000000, 20.000000, 1.000000e+01, 5.000000e-01,  1.000000e+00, -17.104455
3.000000, 10.000000, 1.000000e+01, 1.000000e+00,  1.000000e+00, -17.424372
3.000000, 5.000000, 1.000000e+01, 2.000000e+00,  1.000000e+00, -17.571404
3.000000, 500.000000, 1.000000e+02, 2.000000e-01,  1.000000e+00, -11.106354
3.000000, 250.000000, 1.000000e+02, 4.000000e-01,  1.000000e+00, -13.397208
3.000000, 150.000000, 1.000000e+02, 6.666667e-01,  1.000000e+00, -13.806279
3.000000, 100.000000, 1.000000e+02, 1.000000e+00,  1.000000e+00, -14.370669
3.000000, 80.000000, 1.000000e+02, 1.250000e+00,  1.000000e+00, -14.533417
3.000000, 60.000000, 1.000000e+02, 1.666667e+00,  1.000000e+00, -15.276164
3.000000, 40.000000, 1.000000e+02, 2.500000e+00,  1.000000e+00, -16.283127
3.000000, 20.000000, 1.000000e+02, 5.000000e+00,  1.000000e+00, -16.923782
3.000000, 10.000000, 1.000000e+02, 1.000000e+01,  1.000000e+00, -17.246734
3.000000, 5.000000, 1.000000e+02, 2.000000e+01,  1.000000e+00, -17.527015
3.000000, 500.000000, 1.000000e+03, 2.000000e+00,  1.000000e+00, -11.043689
3.000000, 250.000000, 1.000000e+03, 4.000000e+00,  1.000000e+00, -13.182422
3.000000, 150.000000, 1.000000e+03, 6.666667e+00,  1.000000e+00, -13.996584
3.000000, 100.000000, 1.000000e+03, 1.000000e+01,  1.000000e+00, -14.309315
3.000000, 80.000000, 1.000000e+03, 1.250000e+01,  1.000000e+00, -14.649718
3.000000, 60.000000, 1.000000e+03, 1.666667e+01,  1.000000e+00, -15.081635
3.000000, 40.000000, 1.000000e+03, 2.500000e+01,  1.000000e+00, -16.327813
3.000000, 20.000000, 1.000000e+03, 5.000000e+01,  1.000000e+00, -17.076283
3.000000, 10.000000, 1.000000e+03, 1.000000e+02,  1.000000e+00, -17.326749
3.000000, 5.000000, 1.000000e+03, 2.000000e+02,  1.000000e+00, -17.410114
3.000000, 500.000000, 1.000000e+04, 2.000000e+01,  1.000000e+00, -10.197843
3.000000, 250.000000, 1.000000e+04, 4.000000e+01,  1.000000e+00, -12.390782
3.000000, 150.000000, 1.000000e+04, 6.666667e+01,  1.000000e+00, -13.079944
3.000000, 100.000000, 1.000000e+04, 1.000000e+02,  1.000000e+00, -13.785794
3.000000, 80.000000, 1.000000e+04, 1.250000e+02,  1.000000e+00, -14.515718
3.000000, 60.000000, 1.000000e+04, 1.666667e+02,  1.000000e+00, -15.207571
3.000000, 40.000000, 1.000000e+04, 2.500000e+02,  1.000000e+00, -17.069034
3.000000, 20.000000, 1.000000e+04, 5.000000e+02,  1.000000e+00, -17.237304
3.000000, 10.000000, 1.000000e+04, 1.000000e+03,  1.000000e+00, -17.526997
3.000000, 5.000000, 1.000000e+04, 2.000000e+03,  1.000000e+00, -17.521666
3.000000, 500.000000, 1.000000e+05, 2.000000e+02,  1.000000e+00, -9.873453
3.000000, 250.000000, 1.000000e+05, 4.000000e+02,  1.000000e+00, -12.328030
3.000000, 150.000000, 1.000000e+05, 6.666667e+02,  1.000000e+00, -13.800432
3.000000, 100.000000, 1.000000e+05, 1.000000e+03,  1.000000e+00, -14.928646
3.000000, 80.000000, 1.000000e+05, 1.250000e+03,  1.000000e+00, -15.119588
3.000000, 60.000000, 1.000000e+05, 1.666667e+03,  1.000000e+00, -15.366732
3.000000, 40.000000, 1.000000e+05, 2.500000e+03,  1.000000e+00, -15.617477
3.000000, 20.000000, 1.000000e+05, 5.000000e+03,  1.000000e+00, -16.431963
3.000000, 10.000000, 1.000000e+05, 1.000000e+04,  1.000000e+00, -16.995431
3.000000, 5.000000, 1.000000e+05, 2.000000e+04,  1.000000e+00, -17.672431
3.000000, 500.000000, 1.000000e+00, 2.000000e-03,  1.000000e+01, -11.082841
3.000000, 250.000000, 1.000000e+00, 4.000000e-03,  1.000000e+01, -13.103013
3.000000, 150.000000, 1.000000e+00, 6.666667e-03,  1.000000e+01, -13.744429
3.000000, 100.000000, 1.000000e+00, 1.000000e-02,  1.000000e+01, -13.388318
3.000000, 80.000000, 1.000000e+00, 1.250000e-02,  1.000000e+01, -14.460087
3.000000, 60.000000, 1.000000e+00, 1.666667e-02,  1.000000e+01, -14.723932
3.000000, 40.000000, 1.000000e+00, 2.500000e-02,  1.000000e+01, -15.439559
3.000000, 20.000000, 1.000000e+00, 5.000000e-02,  1.000000e+01, -16.298878
3.000000, 10.000000, 1.000000e+00, 1.000000e-01,  1.000000e+01, -16.914745
3.000000, 5.000000, 1.000000e+00, 2.000000e-01,  1.000000e+01, -16.994671
3.000000, 500.000000, 1.000000e+01, 2.000000e-02,  1.000000e+01, -10.338128
3.000000, 250.000000, 1.000000e+01, 4.000000e-02,  1.000000e+01, -12.505512
3.000000, 150.000000, 1.000000e+01, 6.666667e-02,  1.000000e+01, -12.478249
3.000000, 100.000000, 1.000000e+01, 1.000000e-01,  1.000000e+01, -13.300004
3.000000, 80.000000, 1.000000e+01, 1.250000e-01,  1.000000e+01, -13.654249
3.000000, 60.000000, 1.000000e+01, 1.666667e-01,  1.000000e+01, -14.454334
3.000000, 40.000000, 1.000000e+01, 2.500000e-01,  1.000000e+01, -14.938422
3.000000, 20.000000, 1.000000e+01, 5.000000e-01,  1.000000e+01, -15.932206
